Step,T_CE,T_Acc,T_Res,V_CE,V_Acc,V_Res,E_CE,E_Acc,E_Res,Time
82500,0.09999454665660858,0.96702,48351.0,,,,0.7597305412292481,0.806,8060.0,4296.548152208328
83000,0.10086126019954682,0.96684,48342.0,,,,0.7785638471603393,0.8019,8019.0,4322.6116189956665
83500,0.10095341848373413,0.96696,48348.0,,,,0.7877602485656738,0.7996,7996.0,4348.727250099182
84000,0.10325002976894379,0.9665,48325.0,,,,0.752857424545288,0.8024,8024.0,4374.787474155426
84500,0.09994159459352493,0.96732,48366.0,,,,0.785289096069336,0.7968,7968.0,4400.846258163452
85000,0.10080542086362838,0.96628,48314.0,,,,0.7882753383636475,0.7947,7947.0,4426.915802001953
85500,0.0994351573419571,0.96766,48383.0,,,,0.7914183609008789,0.7929,7929.0,4452.987449169159
86000,0.10344224535226822,0.9659,48295.0,,,,0.7616827415466308,0.8011,8011.0,4479.0669021606445
86500,0.09874473925590516,0.96764,48382.0,,,,0.7711009731292725,0.7988,7988.0,4505.150314092636
87000,0.09892589025974274,0.96746,48373.0,,,,0.7687735496520997,0.7977,7977.0,4531.209995031357
87500,0.10145076494216919,0.9678,48390.0,,,,0.7854573055267334,0.7962,7962.0,4557.26037812233
88000,0.0947403672170639,0.96952,48476.0,,,,0.7862612895965576,0.7967,7967.0,4583.324131011963
88500,0.09338411718130112,0.96878,48439.0,,,,0.8108425804138184,0.7976,7976.0,4609.397346019745
89000,0.09683410771131515,0.96792,48396.0,,,,0.8255392486572266,0.7888,7888.0,4635.4592270851135
89500,0.09604779349923134,0.9686,48430.0,,,,0.8041108131408692,0.8009,8009.0,4661.52990603447
90000,0.09466430909872055,0.96914,48457.0,,,,0.7904004066467285,0.8007,8007.0,4687.592613220215
90500,0.09566223009109497,0.96934,48467.0,,,,0.8258283382415772,0.7919,7919.0,4713.6864631175995
91000,0.09388624992072582,0.97046,48523.0,,,,0.7758844909667969,0.8021,8021.0,4739.756095170975
91500,0.09031359815716744,0.97032,48516.0,,,,0.7798688251495361,0.8046,8046.0,4765.795518159866
92000,0.09173739501953125,0.97014,48507.0,,,,0.800276787185669,0.7988,7988.0,4791.880806207657
92500,0.08905999941110611,0.97118,48559.0,,,,0.8024099662780761,0.7999,7999.0,4817.988259077072
93000,0.09375689148902894,0.96964,48482.0,,,,0.7899282600402832,0.7947,7947.0,4844.064993143082
93500,0.09549826503396035,0.96864,48432.0,,,,0.8269314514160157,0.7963,7963.0,4870.133556127548
94000,0.09163438672065735,0.97132,48566.0,,,,0.7976601287841797,0.7959,7959.0,4896.215157985687
94500,0.08661960249066353,0.97178,48589.0,,,,0.8041647476196289,0.8023,8023.0,4922.279758214951
95000,0.08834648110985756,0.97102,48551.0,,,,0.805767216873169,0.7966,7966.0,4948.344160079956
95500,0.0898040044093132,0.97068,48534.0,,,,0.8231560710906982,0.7984,7984.0,4974.3843541145325
96000,0.08663422146081924,0.97148,48574.0,,,,0.7762789390563964,0.797,7970.0,5000.48247218132
96500,0.09056520030975342,0.97084,48542.0,,,,0.818472367477417,0.7985,7985.0,5026.613646030426
97000,0.0938354559659958,0.9695,48475.0,,,,0.7804666736602783,0.8015,8015.0,5052.704770088196
97500,0.08737332555055619,0.9717,48585.0,,,,0.8093789707183838,0.794,7940.0,5078.756133079529
98000,0.08808256938934327,0.97114,48557.0,,,,0.7882106357574463,0.8029,8029.0,5104.820250034332
98500,0.08789101686477661,0.97094,48547.0,,,,0.8117345909118653,0.795,7950.0,5130.880009174347
99000,0.08434320458173752,0.97278,48639.0,,,,0.8070568801879883,0.7959,7959.0,5157.038983106613
99500,0.08408036457777024,0.97282,48641.0,,,,0.7768836805343627,0.8043,8043.0,5183.171419143677
100000,0.08577525339603424,0.97186,48593.0,,,,0.7832800048828125,0.8034,8034.0,5209.300639152527
